timestamp,number,status,available_bike_stands,available_bikes,percentage_cloud_coverage,visibility_distance,percentage_humidity,current_temperature,feels_like_temperature,is_rainy
2024-12-30 12:30:00,44,1,15,5,100.0,700.0,93.0,2.99,1.6,0.0
2024-12-30 12:45:00,44,1,14,6,100.0,600.0,93.0,2.99,1.6,0.0
2024-12-30 13:00:00,44,1,14,6,100.0,500.0,93.0,2.99,1.6,0.0
2024-12-30 13:15:00,44,1,13,7,100.0,537.5,94.75,2.99,1.9475,0.0
2024-12-30 13:30:00,44,1,13,7,100.0,575.0,96.5,2.99,2.295,0.0
2024-12-30 13:45:00,44,1,13,7,100.0,612.5,98.25,2.99,2.6425,0.0
2024-12-30 14:00:00,44,1,13,7,100.0,650.0,100.0,2.99,2.99,0.0
2024-12-30 14:15:00,44,1,13,7,100.0,662.5,100.0,2.74,2.74,0.0
2024-12-30 14:30:00,44,1,13,7,100.0,675.0,100.0,2.49,2.49,0.0
2024-12-30 14:45:00,44,1,12,8,100.0,687.5,100.0,2.24,2.24,0.0
2024-12-30 15:00:00,44,1,12,8,100.0,700.0,100.0,1.99,1.99,0.0
2024-12-30 15:15:00,44,1,12,8,100.0,675.0,98.25,2.24,2.24,0.0
2024-12-30 15:30:00,44,1,12,8,100.0,650.0,96.5,2.49,2.49,0.0
2024-12-30 15:45:00,44,1,13,7,100.0,625.0,94.75,2.74,2.74,0.0
2024-12-30 16:00:00,44,1,14,6,100.0,600.0,93.0,2.99,2.99,0.0
2024-12-30 16:15:00,44,1,14,6,100.0,612.5,94.75,2.74,2.74,0.0
2024-12-30 16:30:00,44,1,15,5,100.0,625.0,96.5,2.49,2.49,0.0
2024-12-30 16:45:00,44,1,15,5,100.0,637.5,98.25,2.24,2.24,0.0
2024-12-30 17:00:00,44,1,15,5,100.0,650.0,100.0,1.99,1.99,0.0
2024-12-30 17:15:00,44,1,15,5,100.0,650.0,100.0,1.99,1.6075,0.0
2024-12-30 17:30:00,44,1,15,5,100.0,650.0,100.0,1.99,1.225,0.0
2024-12-30 17:45:00,44,1,15,5,100.0,650.0,100.0,1.99,0.8425,0.0
2024-12-30 18:00:00,44,1,14,6,100.0,650.0,100.0,1.99,0.46,0.0
2024-12-30 18:15:00,44,1,13,7,100.0,625.0,100.0,1.99,0.8425,0.0
2024-12-30 18:30:00,44,1,13,7,100.0,600.0,100.0,1.99,1.225,0.0
2024-12-30 18:45:00,44,1,13,7,100.0,575.0,100.0,1.99,1.6075,0.0
2024-12-30 19:00:00,44,1,12,8,100.0,550.0,100.0,1.99,1.99,0.0
2024-12-30 19:15:00,44,1,11,9,100.0,562.5,100.0,1.99,1.99,0.0
2024-12-30 19:30:00,44,1,11,9,100.0,575.0,100.0,1.99,1.99,0.0
2024-12-30 19:45:00,44,1,11,9,100.0,587.5,100.0,1.99,1.99,0.0
2024-12-30 20:00:00,44,1,11,9,100.0,600.0,100.0,1.99,1.99,0.0
2024-12-30 20:15:00,44,1,11,9,100.0,587.5,100.0,1.99,1.6075,0.0
2024-12-30 20:30:00,44,1,11,9,100.0,575.0,100.0,1.99,1.225,0.0
2024-12-30 20:45:00,44,1,11,9,100.0,562.5,100.0,1.99,0.8425,0.0
2024-12-30 21:00:00,44,1,11,9,100.0,550.0,100.0,1.99,0.46,0.0
2024-12-30 21:15:00,44,1,11,9,100.0,575.0,100.0,1.99,0.46,0.0
2024-12-30 21:30:00,44,1,11,9,100.0,600.0,100.0,1.99,0.46,0.0
2024-12-30 21:45:00,44,1,11,9,100.0,625.0,100.0,1.99,0.46,0.0
2024-12-30 22:00:00,44,1,11,9,100.0,650.0,100.0,1.99,0.46,0.0
2024-12-30 22:15:00,44,1,11,9,100.0,662.5,100.0,1.99,0.46,0.0
2024-12-30 22:30:00,44,1,11,9,100.0,675.0,100.0,1.99,0.46,0.0
2024-12-30 22:45:00,44,1,11,9,100.0,687.5,100.0,1.99,0.46,0.0
2024-12-30 23:00:00,44,1,11,9,100.0,700.0,100.0,1.99,0.46,0.0
2024-12-30 23:15:00,44,1,11,9,100.0,687.5,100.0,1.99,0.8425,0.0
2024-12-30 23:30:00,44,1,11,9,100.0,675.0,100.0,1.99,1.225,0.0
2024-12-30 23:45:00,44,1,11,9,100.0,662.5,100.0,1.99,1.6075,0.0
2024-12-31 00:00:00,44,1,12,8,100.0,650.0,100.0,1.99,1.99,0.0
2024-12-31 00:15:00,44,1,12,8,100.0,625.0,100.0,1.99,1.99,0.0
2024-12-31 00:30:00,44,1,12,8,100.0,600.0,100.0,1.99,1.99,0.0
2024-12-31 00:45:00,44,1,12,8,100.0,575.0,100.0,1.99,1.99,0.0
2024-12-31 01:00:00,44,1,12,8,100.0,550.0,100.0,1.99,1.99,0.0
2024-12-31 01:15:00,44,1,12,8,100.0,525.0,100.0,1.74,1.74,0.0
2024-12-31 01:30:00,44,1,12,8,100.0,500.0,100.0,1.49,1.49,0.0
2024-12-31 01:45:00,44,1,12,8,100.0,475.0,100.0,1.24,1.24,0.0
2024-12-31 02:00:00,44,1,12,8,100.0,450.0,100.0,0.99,0.99,0.0
2024-12-31 02:15:00,44,1,12,8,100.0,462.5,100.0,0.99,0.99,0.0
2024-12-31 02:30:00,44,1,12,8,100.0,475.0,100.0,0.99,0.99,0.0
2024-12-31 02:45:00,44,1,12,8,100.0,487.5,100.0,0.99,0.99,0.0
2024-12-31 03:00:00,44,1,12,8,100.0,500.0,100.0,0.99,0.99,0.0
2024-12-31 03:15:00,44,1,12,8,100.0,500.0,100.0,0.99,0.99,0.0
2024-12-31 03:30:00,44,1,13,6,100.0,500.0,100.0,0.99,0.99,0.0
2024-12-31 03:45:00,44,1,13,6,100.0,500.0,100.0,0.99,0.99,0.0
2024-12-31 04:00:00,44,1,13,6,100.0,500.0,100.0,0.99,0.99,0.0
2024-12-31 04:15:00,44,1,13,6,100.0,487.5,100.0,0.99,0.5700000000000001,0.0
2024-12-31 04:30:00,44,1,13,6,100.0,475.0,100.0,0.99,0.15,0.0
2024-12-31 04:45:00,44,1,13,6,100.0,462.5,100.0,0.99,-0.27,0.0
2024-12-31 05:00:00,44,1,13,6,100.0,450.0,100.0,0.99,-0.69,0.0
2024-12-31 05:15:00,44,1,13,6,100.0,475.0,100.0,0.99,-0.69,0.0
2024-12-31 05:30:00,44,1,13,6,100.0,500.0,100.0,0.99,-0.69,0.0
2024-12-31 05:45:00,44,1,13,6,100.0,525.0,100.0,0.99,-0.69,0.0
2024-12-31 06:00:00,44,1,13,6,100.0,550.0,100.0,0.99,-0.69,0.0
2024-12-31 06:15:00,44,1,13,6,100.0,612.5,100.0,0.99,-0.69,0.0
2024-12-31 06:30:00,44,1,13,6,100.0,675.0,100.0,0.99,-0.69,0.0
2024-12-31 06:45:00,44,1,13,6,100.0,737.5,100.0,0.99,-0.69,0.0
2024-12-31 07:00:00,44,1,13,6,100.0,800.0,100.0,0.99,-0.69,0.0
2024-12-31 07:15:00,44,1,13,6,100.0,850.0,100.0,0.99,-0.2699999999999999,0.0
2024-12-31 07:30:00,44,1,12,7,100.0,900.0,100.0,0.99,0.15,0.0
2024-12-31 07:45:00,44,1,12,7,100.0,950.0,100.0,0.99,0.5700000000000001,0.0
2024-12-31 08:00:00,44,1,12,7,100.0,1000.0,100.0,0.99,0.99,0.0
2024-12-31 08:15:00,44,1,12,7,100.0,912.5,98.25,1.24,1.24,0.0
2024-12-31 08:30:00,44,1,12,7,100.0,825.0,96.5,1.49,1.49,0.0
2024-12-31 08:45:00,44,1,12,7,100.0,737.5,94.75,1.74,1.74,0.0
2024-12-31 09:00:00,44,1,12,7,100.0,650.0,93.0,1.99,1.99,0.0
2024-12-31 09:15:00,44,1,12,7,100.0,612.5,94.75,1.99,1.99,0.0
2024-12-31 09:30:00,44,1,12,7,100.0,575.0,96.5,1.99,1.99,0.0
2024-12-31 09:45:00,44,1,12,7,100.0,537.5,98.25,1.99,1.99,0.0
2024-12-31 10:00:00,44,1,12,7,100.0,500.0,100.0,1.99,1.99,0.0
2024-12-31 10:15:00,44,1,13,6,100.0,500.0,100.0,2.24,2.24,0.0
2024-12-31 10:30:00,44,1,12,7,100.0,500.0,100.0,2.49,2.49,0.0
2024-12-31 10:45:00,44,1,12,7,100.0,500.0,100.0,2.74,2.74,0.0
2024-12-31 11:00:00,44,1,13,6,100.0,500.0,100.0,2.99,2.99,0.0
2024-12-31 11:15:00,44,1,12,7,100.0,537.5,100.0,3.24,3.24,0.0
2024-12-31 11:30:00,44,1,12,8,100.0,575.0,100.0,3.49,3.49,0.0
2024-12-31 11:45:00,44,1,12,8,100.0,612.5,100.0,3.74,3.74,0.0
2024-12-31 12:00:00,44,1,13,7,100.0,650.0,100.0,3.99,3.99,0.0
2024-12-31 12:15:00,44,1,12,8,100.0,1987.5,100.0,4.24,3.7,0.0
2024-12-31 12:30:00,44,1,13,7,100.0,3325.0,100.0,4.49,3.41,0.0
2024-12-31 12:45:00,44,1,14,6,100.0,4662.5,100.0,4.74,3.12,0.0
2024-12-31 13:00:00,44,1,14,6,100.0,6000.0,100.0,4.99,2.83,0.0
2024-12-31 13:15:00,44,1,16,4,100.0,6000.0,100.0,4.99,3.0925,0.0
2024-12-31 13:30:00,44,1,16,4,100.0,6000.0,100.0,4.99,3.355,0.0
2024-12-31 13:45:00,44,1,16,4,100.0,6000.0,100.0,4.99,3.6175,0.0
2024-12-31 14:00:00,44,1,15,5,100.0,6000.0,100.0,4.99,3.88,0.0
2024-12-31 14:15:00,44,1,15,5,100.0,6250.0,100.0,4.99,3.88,0.0
2024-12-31 14:30:00,44,1,15,5,100.0,6500.0,100.0,4.99,3.88,0.0
2024-12-31 14:45:00,44,1,15,5,100.0,6750.0,100.0,4.99,3.88,0.0
2024-12-31 15:00:00,44,1,15,5,100.0,7000.0,100.0,4.99,3.88,0.0
2024-12-31 15:15:00,44,1,15,5,100.0,6750.0,98.25,4.99,3.88,0.0
2024-12-31 15:30:00,44,1,17,3,100.0,6500.0,96.5,4.99,3.88,0.0
2024-12-31 15:45:00,44,1,17,3,100.0,6250.0,94.75,4.99,3.88,0.0
2024-12-31 16:00:00,44,1,17,3,100.0,6000.0,93.0,4.99,3.88,0.0
2024-12-31 16:15:00,44,1,17,3,100.0,6000.0,93.0,4.99,3.88,0.0
2024-12-31 16:45:00,44,1,18,2,100.0,6000.0,93.0,4.99,3.88,0.0
2024-12-31 17:00:00,44,1,18,2,100.0,6000.0,93.0,4.99,3.88,0.0
2024-12-31 17:15:00,44,1,19,1,100.0,5525.0,93.0,4.99,3.88,0.0
2024-12-31 17:30:00,44,1,19,1,100.0,5050.0,93.0,4.99,3.88,0.0
2024-12-31 17:45:00,44,1,19,1,100.0,4575.0,93.0,4.99,3.88,0.0
2024-12-31 18:00:00,44,1,19,1,100.0,4100.0,93.0,4.99,3.88,0.0
2024-12-31 18:15:00,44,1,19,1,100.0,3275.0,94.75,4.74,3.595,0.0
2024-12-31 18:30:00,44,1,19,1,100.0,2450.0,96.5,4.49,3.31,0.0
2024-12-31 18:45:00,44,1,20,0,100.0,1625.0,98.25,4.24,3.0250000000000004,0.0
2024-12-31 19:00:00,44,1,19,1,100.0,800.0,100.0,3.99,2.74,0.0
2024-12-31 19:15:00,44,1,17,2,100.0,725.0,98.25,3.99,2.5875000000000004,0.0
2024-12-31 19:30:00,44,1,17,2,100.0,650.0,96.5,3.99,2.435,0.0
2024-12-31 19:45:00,44,1,18,1,100.0,575.0,94.75,3.99,2.2825,0.0
2024-12-31 20:00:00,44,1,18,1,100.0,500.0,93.0,3.99,2.13,0.0
2024-12-31 20:15:00,44,1,18,1,100.0,487.5,94.75,3.74,1.7125,0.0
2024-12-31 20:30:00,44,1,18,1,100.0,475.0,96.5,3.49,1.295,0.0
2024-12-31 20:45:00,44,1,18,1,100.0,462.5,98.25,3.24,0.8775,0.0
2024-12-31 21:00:00,44,1,18,1,100.0,450.0,100.0,2.99,0.46,0.0
2024-12-31 21:15:00,44,1,18,1,100.0,462.5,100.0,2.74,0.2925,0.0
2024-12-31 21:30:00,44,1,18,1,100.0,475.0,100.0,2.49,0.125,0.0
2024-12-31 21:45:00,44,1,18,1,100.0,487.5,100.0,2.24,-0.0425,0.0
2024-12-31 22:00:00,44,1,18,1,100.0,500.0,100.0,1.99,-0.21,0.0
2024-12-31 22:15:00,44,1,18,1,100.0,625.0,100.0,1.99,-0.0424999999999999,0.0
2024-12-31 22:30:00,44,1,18,1,100.0,750.0,100.0,1.99,0.125,0.0
2024-12-31 22:45:00,44,1,18,1,100.0,875.0,100.0,1.99,0.2925000000000001,0.0
2024-12-31 23:00:00,44,1,18,1,100.0,1000.0,100.0,1.99,0.46,0.0
2024-12-31 23:15:00,44,1,18,1,100.0,900.0,100.0,1.99,0.2925,0.0
2024-12-31 23:30:00,44,1,18,1,100.0,800.0,100.0,1.99,0.125,0.0
2024-12-31 23:45:00,44,1,18,1,100.0,700.0,100.0,1.99,-0.0425,0.0
2025-01-01 00:00:00,44,1,18,1,100.0,600.0,100.0,1.99,-0.21,0.0
2025-01-01 00:15:00,44,1,18,1,100.0,550.0,100.0,1.99,0.3400000000000001,0.0
2025-01-01 00:30:00,44,1,18,1,100.0,500.0,100.0,1.99,0.8900000000000001,0.0
2025-01-01 00:45:00,44,1,18,1,100.0,450.0,100.0,1.99,1.4400000000000002,0.0
2025-01-01 01:00:00,44,1,18,1,100.0,400.0,100.0,1.99,1.99,0.0
2025-01-01 01:15:00,44,1,18,1,100.0,412.5,100.0,1.99,1.6075,0.0
2025-01-01 01:30:00,44,1,18,1,100.0,425.0,100.0,1.99,1.225,0.0
2025-01-01 01:45:00,44,1,18,1,100.0,437.5,100.0,1.99,0.8425,0.0
2025-01-01 02:00:00,44,1,18,1,100.0,450.0,100.0,1.99,0.46,0.0
2025-01-01 02:15:00,44,1,18,1,100.0,475.0,100.0,1.74,0.0025,0.0
2025-01-01 02:30:00,44,1,18,1,100.0,500.0,100.0,1.49,-0.455,0.0
2025-01-01 02:45:00,44,1,18,1,100.0,525.0,100.0,1.24,-0.9125,0.0
2025-01-01 03:00:00,44,1,18,1,100.0,550.0,100.0,0.99,-1.37,0.0
2025-01-01 03:15:00,44,1,18,1,100.0,537.5,100.0,0.99,-1.2000000000000002,0.0
2025-01-01 03:30:00,44,1,16,3,100.0,525.0,100.0,0.99,-1.03,0.0
2025-01-01 03:45:00,44,1,17,2,100.0,512.5,100.0,0.99,-0.86,0.0
2025-01-01 04:00:00,44,1,17,2,100.0,500.0,100.0,0.99,-0.69,0.0
2025-01-01 04:15:00,44,1,17,2,100.0,462.5,100.0,0.99,-0.2699999999999999,0.0
2025-01-01 04:30:00,44,1,17,2,100.0,425.0,100.0,0.99,0.15,0.0
2025-01-01 04:45:00,44,1,15,4,100.0,387.5,100.0,0.99,0.5700000000000001,0.0
2025-01-01 05:00:00,44,1,13,6,100.0,350.0,100.0,0.99,0.99,0.0
2025-01-01 05:15:00,44,1,13,6,100.0,350.0,100.0,0.74,0.2849999999999999,0.0
2025-01-01 05:30:00,44,1,13,6,100.0,350.0,100.0,0.49,-0.4200000000000001,0.0
2025-01-01 05:45:00,44,1,9,10,100.0,350.0,100.0,0.24,-1.1250000000000002,0.0
2025-01-01 06:00:00,44,1,9,10,100.0,350.0,100.0,-0.01,-1.83,0.0
2025-01-01 06:15:00,44,1,9,10,100.0,412.5,100.0,-0.26,-2.115,0.0
2025-01-01 06:30:00,44,1,9,10,100.0,475.0,100.0,-0.51,-2.4000000000000004,0.0
2025-01-01 06:45:00,44,1,10,9,100.0,537.5,100.0,-0.76,-2.685,0.0
2025-01-01 07:00:00,44,1,10,9,100.0,600.0,100.0,-1.01,-2.97,0.0
2025-01-01 07:15:00,44,1,10,9,100.0,625.0,100.0,-1.01,-2.97,0.0
2025-01-01 07:30:00,44,1,10,9,100.0,650.0,100.0,-1.01,-2.97,0.0
2025-01-01 07:45:00,44,1,10,9,100.0,675.0,100.0,-1.01,-2.97,0.0
2025-01-01 08:00:00,44,1,10,9,100.0,700.0,100.0,-1.01,-2.97,0.0
2025-01-01 08:15:00,44,1,10,9,100.0,750.0,100.0,-1.01,-2.48,0.0
2025-01-01 08:30:00,44,1,10,9,100.0,800.0,100.0,-1.01,-1.99,0.0
2025-01-01 08:45:00,44,1,10,9,100.0,850.0,100.0,-1.01,-1.5,0.0
2025-01-01 09:00:00,44,1,10,9,100.0,900.0,100.0,-1.01,-1.01,0.0
2025-01-01 09:15:00,44,1,10,9,80.0,3175.0,100.0,-0.26,-0.26,0.0
2025-01-01 09:30:00,44,1,10,9,60.0,5450.0,100.0,0.49,0.49,0.0
2025-01-01 09:45:00,44,1,10,9,40.0,7725.0,100.0,1.24,1.24,0.0
2025-01-01 10:00:00,44,1,10,9,20.0,10000.0,100.0,1.99,1.99,0.0
2025-01-01 10:15:00,44,1,9,10,15.0,10000.0,100.0,2.49,2.49,0.0
2025-01-01 10:30:00,44,1,9,10,10.0,10000.0,100.0,2.99,2.99,0.0
2025-01-01 10:45:00,44,1,9,10,5.0,10000.0,100.0,3.49,3.49,0.0
2025-01-01 11:00:00,44,1,8,11,0.0,10000.0,100.0,3.99,3.99,0.0
2025-01-01 11:15:00,44,1,9,10,5.0,10000.0,98.25,4.74,4.74,0.0
2025-01-01 11:30:00,44,1,9,10,10.0,10000.0,96.5,5.49,5.49,0.0
2025-01-01 11:45:00,44,1,9,10,15.0,10000.0,94.75,6.24,6.24,0.0
2025-01-01 12:00:00,44,1,10,9,20.0,10000.0,93.0,6.99,6.99,0.0
2025-01-01 12:15:00,44,1,10,9,20.0,10000.0,88.75,7.99,7.775,0.0
2025-01-01 12:30:00,44,1,11,8,20.0,10000.0,84.5,8.99,8.56,0.0
2025-01-01 12:45:00,44,1,12,7,20.0,10000.0,80.25,9.99,9.345,0.0
2025-01-01 13:00:00,44,1,14,5,20.0,10000.0,76.0,10.99,10.13,0.0
2025-01-01 13:15:00,44,1,12,7,15.0,10000.0,73.5,11.24,10.34,0.0
2025-01-01 13:30:00,44,1,12,7,10.0,10000.0,71.0,11.49,10.55,0.0
2025-01-01 13:45:00,44,1,12,7,5.0,10000.0,68.5,11.74,10.760000000000002,0.0
2025-01-01 14:00:00,44,1,13,6,0.0,10000.0,66.0,11.99,10.97,0.0
2025-01-01 14:15:00,44,1,13,6,0.0,10000.0,66.0,11.99,10.97,0.0
2025-01-01 14:30:00,44,1,13,6,0.0,10000.0,66.0,11.99,10.97,0.0
2025-01-01 14:45:00,44,1,12,7,0.0,10000.0,66.0,11.99,10.97,0.0
2025-01-01 15:00:00,44,1,14,5,0.0,10000.0,66.0,11.99,10.97,0.0
2025-01-01 15:15:00,44,1,14,5,0.0,10000.0,67.25,11.74,10.7275,0.0
2025-01-01 15:30:00,44,1,15,4,0.0,10000.0,68.5,11.49,10.485,0.0
2025-01-01 15:45:00,44,1,15,4,0.0,10000.0,69.75,11.24,10.2425,0.0
2025-01-01 16:00:00,44,1,15,4,0.0,10000.0,71.0,10.99,10.0,0.0
2025-01-01 16:15:00,44,1,16,3,5.0,10000.0,73.5,10.49,9.0675,0.0
2025-01-01 16:30:00,44,1,16,3,10.0,10000.0,76.0,9.99,8.135,0.0
2025-01-01 16:45:00,44,1,15,4,15.0,10000.0,78.5,9.49,7.2025,0.0
2025-01-01 17:00:00,44,1,16,3,20.0,10000.0,81.0,8.99,6.27,0.0
2025-01-01 17:15:00,44,1,17,2,15.0,10000.0,81.0,8.74,6.2124999999999995,0.0
2025-01-01 17:30:00,44,1,16,3,10.0,10000.0,81.0,8.49,6.154999999999999,0.0
2025-01-01 17:45:00,44,1,18,1,5.0,10000.0,81.0,8.24,6.0975,0.0
2025-01-01 18:00:00,44,1,18,1,0.0,10000.0,81.0,7.99,6.04,0.0
2025-01-01 18:15:00,44,1,18,1,0.0,10000.0,81.0,7.74,5.9375,0.0
2025-01-01 18:30:00,44,1,18,1,0.0,10000.0,81.0,7.49,5.835,0.0
2025-01-01 18:45:00,44,1,17,2,0.0,10000.0,81.0,7.24,5.7325,0.0
2025-01-01 19:00:00,44,1,17,2,0.0,10000.0,81.0,6.99,5.63,0.0
2025-01-01 19:15:00,44,1,17,2,0.0,10000.0,82.5,6.99,5.3525,0.0
2025-01-01 19:30:00,44,1,17,2,0.0,10000.0,84.0,6.99,5.074999999999999,0.0
2025-01-01 19:45:00,44,1,17,2,0.0,10000.0,85.5,6.99,4.797499999999999,0.0
2025-01-01 20:00:00,44,1,17,2,0.0,10000.0,87.0,6.99,4.52,0.0
2025-01-01 20:15:00,44,1,17,2,0.0,10000.0,87.0,6.99,4.33,0.0
2025-01-01 20:30:00,44,1,17,2,0.0,10000.0,87.0,6.99,4.14,0.0
2025-01-01 20:45:00,44,1,17,2,0.0,10000.0,87.0,6.99,3.95,0.0
2025-01-01 21:00:00,44,1,17,2,0.0,10000.0,87.0,6.99,3.76,0.0
2025-01-01 21:15:00,44,1,17,2,0.0,10000.0,87.0,6.74,3.825,0.0
2025-01-01 21:45:00,44,1,17,2,0.0,10000.0,87.0,6.24,3.955,0.0
2025-01-01 22:00:00,44,1,17,2,0.0,10000.0,87.0,5.99,4.02,0.0
2025-01-01 22:15:00,44,1,17,2,2.0,8750.0,88.5,5.74,4.262499999999999,0.0
2025-01-01 22:30:00,44,1,17,2,4.0,7500.0,90.0,5.49,4.505,0.0
2025-01-01 22:45:00,44,1,17,2,6.0,6250.0,91.5,5.24,4.7475000000000005,0.0
2025-01-01 23:00:00,44,1,17,2,8.0,5000.0,93.0,4.99,4.99,0.0
2025-01-01 23:15:00,44,1,17,2,7.75,4650.0,94.75,4.74,4.4275,0.0
2025-01-01 23:30:00,44,1,17,2,7.5,4300.0,96.5,4.49,3.865,0.0
2025-01-01 23:45:00,44,1,17,2,7.25,3950.0,98.25,4.24,3.3025,0.0
2025-01-02 00:00:00,44,1,17,2,7.0,3600.0,100.0,3.99,2.74,0.0
2025-01-02 00:15:00,44,1,17,2,24.0,2925.0,98.25,3.99,3.0525,0.0
2025-01-02 00:30:00,44,1,16,3,41.0,2250.0,96.5,3.99,3.365,0.0
2025-01-02 00:45:00,44,1,16,3,58.0,1575.0,94.75,3.99,3.6775,0.0
2025-01-02 01:00:00,44,1,16,3,75.0,900.0,93.0,3.99,3.99,0.0
2025-01-02 01:15:00,44,1,16,3,81.25,1800.0,94.75,4.24,3.9625,0.0
2025-01-02 01:30:00,44,1,16,3,87.5,2700.0,96.5,4.49,3.935,0.0
2025-01-02 01:45:00,44,1,16,3,93.75,3600.0,98.25,4.74,3.9075,0.0
2025-01-02 02:00:00,44,1,16,3,100.0,4500.0,100.0,4.99,3.88,0.0
2025-01-02 02:15:00,44,1,16,3,100.0,4875.0,100.0,4.99,4.1575,0.0
2025-01-02 02:30:00,44,1,16,3,100.0,5250.0,100.0,4.99,4.4350000000000005,0.0
2025-01-02 02:45:00,44,1,16,3,100.0,5625.0,100.0,4.99,4.7125,0.0
2025-01-02 03:00:00,44,1,16,3,100.0,6000.0,100.0,4.99,4.99,0.0
2025-01-02 03:15:00,44,1,16,3,100.0,5750.0,100.0,5.24,4.7475000000000005,0.0
2025-01-02 03:30:00,44,1,16,3,100.0,5500.0,100.0,5.49,4.505,0.0
2025-01-02 03:45:00,44,1,16,3,100.0,5250.0,100.0,5.74,4.262499999999999,0.0
2025-01-02 04:00:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.02,0.0
2025-01-02 04:15:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.13,0.0
2025-01-02 04:30:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.24,0.0
2025-01-02 04:45:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.35,0.0
2025-01-02 05:00:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.46,0.0
2025-01-02 05:15:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.2524999999999995,0.0
2025-01-02 05:30:00,44,1,17,2,100.0,5000.0,100.0,5.99,4.045,0.0
2025-01-02 05:45:00,44,1,17,2,100.0,5000.0,100.0,5.99,3.8375,0.0
2025-01-02 06:00:00,44,1,17,2,100.0,5000.0,100.0,5.99,3.63,0.0
2025-01-02 06:15:00,44,1,17,2,100.0,4475.0,100.0,5.74,3.4299999999999997,0.0
2025-01-02 06:30:00,44,1,17,2,100.0,3950.0,100.0,5.49,3.23,0.0
2025-01-02 06:45:00,44,1,16,3,100.0,3425.0,100.0,5.24,3.03,0.0
2025-01-02 07:00:00,44,1,16,3,100.0,2900.0,100.0,4.99,2.83,0.0
2025-01-02 07:15:00,44,1,16,3,100.0,2362.5,100.0,4.74,2.655,0.0
2025-01-02 07:30:00,44,1,17,2,100.0,1825.0,100.0,4.49,2.48,0.0
2025-01-02 07:45:00,44,1,17,2,100.0,1287.5,100.0,4.24,2.3049999999999997,0.0
2025-01-02 08:00:00,44,1,17,2,100.0,750.0,100.0,3.99,2.13,0.0
2025-01-02 08:15:00,44,1,17,2,100.0,987.5,100.0,3.74,1.5099999999999998,0.0
2025-01-02 08:30:00,44,1,17,2,100.0,1225.0,100.0,3.49,0.8899999999999999,0.0
2025-01-02 08:45:00,44,1,17,2,100.0,1462.5,100.0,3.24,0.27,0.0
2025-01-02 09:00:00,44,1,19,0,100.0,1700.0,100.0,2.99,-0.35,0.0
2025-01-02 09:30:00,44,1,13,7,100.0,5850.0,100.0,2.99,0.055,0.0
2025-01-02 09:45:00,44,1,13,7,100.0,7925.0,100.0,2.99,0.2575,0.0
2025-01-02 10:00:00,44,1,12,8,100.0,10000.0,100.0,2.99,0.46,0.0
2025-01-02 10:15:00,44,1,12,8,100.0,10000.0,96.75,3.49,1.0525,0.0
2025-01-02 10:30:00,44,1,12,8,100.0,10000.0,93.5,3.99,1.645,0.0
2025-01-02 10:45:00,44,1,12,8,100.0,10000.0,90.25,4.49,2.2375000000000003,0.0
2025-01-02 11:00:00,44,1,12,8,100.0,10000.0,87.0,4.99,2.83,0.0
2025-01-02 11:15:00,44,1,12,8,100.0,10000.0,85.5,5.49,3.3325,0.0
2025-01-02 11:30:00,44,1,13,7,100.0,10000.0,84.0,5.99,3.835,0.0
2025-01-02 11:45:00,44,1,12,8,100.0,10000.0,82.5,6.49,4.3375,0.0
2025-01-02 12:00:00,44,1,11,9,100.0,10000.0,81.0,6.99,4.84,0.0
2025-01-02 12:15:00,44,1,12,8,75.0,10000.0,78.5,7.49,5.4399999999999995,0.0
2025-01-02 12:45:00,44,1,13,7,25.0,10000.0,73.5,8.49,6.640000000000001,0.0
2025-01-02 13:00:00,44,1,13,7,0.0,10000.0,71.0,8.99,7.24,0.0
2025-01-02 13:15:00,44,1,14,6,25.0,10000.0,71.0,8.99,7.325,0.0
2025-01-02 13:30:00,44,1,15,5,50.0,10000.0,71.0,8.99,7.41,0.0
2025-01-02 13:45:00,44,1,15,5,75.0,10000.0,71.0,8.99,7.495,0.0
2025-01-02 14:00:00,44,1,15,5,100.0,10000.0,71.0,8.99,7.58,0.0
2025-01-02 14:15:00,44,1,16,4,75.0,10000.0,71.0,8.99,7.797499999999999,0.0
2025-01-02 14:30:00,44,1,16,4,50.0,10000.0,71.0,8.99,8.015,0.0
2025-01-02 14:45:00,44,1,16,4,25.0,10000.0,71.0,8.99,8.2325,0.0
2025-01-02 15:00:00,44,1,17,3,0.0,10000.0,71.0,8.99,8.45,0.0
2025-01-02 15:15:00,44,1,17,3,0.0,10000.0,71.0,8.99,8.327499999999999,0.0
2025-01-02 15:30:00,44,1,17,3,0.0,10000.0,71.0,8.99,8.205,0.0
2025-01-02 15:45:00,44,1,18,2,0.0,10000.0,71.0,8.99,8.0825,0.0
2025-01-02 16:00:00,44,1,20,0,0.0,10000.0,71.0,8.99,7.96,0.0
2025-01-02 16:15:00,44,1,19,1,25.0,10000.0,71.0,8.99,8.0825,0.0
