timestamp,percentage_cloud_coverage,visibility_distance,percentage_humidity,current_temperature,feels_like_temperature
2025-01-04 02:00:30.226000,100,3700,100,7.99,7.31
2025-01-04 03:00:32.556000,100,2300,100,7.99,7.31
2025-01-04 04:00:30.999000,100,2900,100,7.99,6.39
2025-01-04 05:00:31.455000,100,4000,93,8.99,8.45
2025-01-04 06:00:34.288000,75,3700,100,8.99,7.96
2025-01-04 07:00:36.640000,75,3600,100,8.99,7.96
2025-01-04 08:00:31.953000,75,4200,100,9.99,8.76
2025-01-04 09:00:29.917000,100,6000,100,10.99,10.76
2025-01-04 10:00:32.621000,100,6000,100,11.99,11.86
2025-01-04 11:00:31.726000,75,10000,100,12.99,12.96
2025-01-04 12:00:31.875000,75,10000,94,12.99,12.8
2025-01-04 13:00:40.827000,100,10000,88,13.99,13.74
2025-01-04 14:00:34.351000,100,10000,94,13.99,13.9
2025-01-04 15:00:31.656000,100,10000,94,12.99,12.8
2025-01-04 16:00:30.439000,75,10000,94,11.99,11.7
2025-01-04 17:00:33.016000,40,10000,93,10.99,10.57
2025-01-04 18:00:36.658000,75,10000,93,9.99,7.94
2025-01-04 19:00:36.521000,100,9000,93,8.99,6.48
2025-01-04 20:00:33.480000,100,6000,100,7.99,5.47
2025-01-04 21:00:37.174000,100,8000,100,7.99,5.24
2025-01-04 22:00:32.057000,100,7000,100,7.99,5.02
2025-01-04 23:00:31.137000,100,10000,100,7.99,4.82
2025-01-05 00:00:28.754000,100,10000,93,8.99,6.27
2025-01-05 01:00:34.850000,100,10000,93,8.99,5.74
2025-01-05 02:00:34.890000,100,10000,93,8.99,6.08
2025-01-05 03:00:32.212000,100,10000,93,8.99,5.74
2025-01-05 04:00:31.946000,100,10000,93,8.99,5.9
2025-01-05 05:00:30.257000,75,10000,87,8.99,6.08
2025-01-05 06:00:31.878000,100,10000,93,8.99,6.27
2025-01-05 07:00:31.178000,100,10000,93,8.99,6.08
2025-01-05 08:00:30.769000,100,9000,93,8.99,6.08
2025-01-05 09:00:31.519000,100,10000,93,8.99,5.74
2025-01-05 10:00:32.036000,100,8000,100,8.99,5.74
2025-01-05 11:00:38.264000,100,10000,93,9.99,7.17
2025-01-05 12:00:49.907000,100,10000,87,10.99,10.42
2025-01-05 13:00:31.212000,100,10000,87,10.99,10.42
2025-01-05 14:00:31.621000,100,10000,82,11.99,11.39
2025-01-05 15:00:31.657000,75,10000,82,11.99,11.39
2025-01-05 16:00:32.676000,40,10000,82,11.99,11.39
2025-01-05 17:00:29.751000,75,10000,87,10.99,10.42
2025-01-05 18:00:30.201000,75,10000,87,10.99,10.42
2025-01-05 19:00:31.622000,40,10000,87,10.99,10.42
2025-01-05 20:00:32.481000,20,10000,93,9.99,7.02
2025-01-05 21:00:32.635000,75,10000,87,10.99,10.42
2025-01-05 22:00:30.876000,100,10000,87,10.99,10.42
