timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-22T16:38:18,cnn_window_glissant,229dcceb-f8be-4835-8aaf-bd9cb4e42700,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,164.23147169999993,5.079848529223913e-05,3.093102970241431e-07,14.0,0.0,5.944325923919678,0.0006374242295555,0,0.0002690602775241,0.0009064845070796,France,FRA,occitanie,,,Windows-10-10.0.22621-SP0,3.8.5,2.8.3,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,,,1.4451,43.6046,15.85153579711914,machine,N,1.0
2025-01-23T10:39:00,cnn_window_glissant,925717e8-7a0e-4136-9751-0e321e568984,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,254.7974860999966,7.894356300156256e-05,3.0982865729915696e-07,14.0,0.0,5.944325923919678,0.0009898756085556,0,0.0004188497969933,0.001408725405549,France,FRA,occitanie,,,Windows-10-10.0.22621-SP0,3.8.5,2.8.3,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,,,1.4451,43.6046,15.85153579711914,machine,N,1.0
2025-01-23T13:50:52,cnn_window_glissant,925717e8-7a0e-4136-9751-0e321e568984,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11767.2285233,0.0036531018796028,3.104470923097511e-07,14.0,0.0,5.944325923919678,0.0457604161948889,0,0.0194281467631018,0.0651885629579908,France,FRA,occitanie,,,Windows-10-10.0.22621-SP0,3.8.5,2.8.3,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,,,1.4451,43.6046,15.85153579711914,machine,N,1.0
2025-01-27T00:07:40,cnn_window_glissant,1f7eb74a-1301-4aee-9845-f6980ca3beda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2975.8945135000004,3.885360448615433e-05,1.3056109452098133e-08,14.0,0.0,5.944325923919678,0.011520198754944465,0,0.00482394551674479,0.016344144271689256,Canada,CAN,quebec,,,Windows-10-10.0.22631-SP0,3.9.6,2.8.3,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,,,-71.2,46.8,15.85153579711914,machine,N,1.0
